CCDS_r9	CCDS_r11	CCDS_r12	CCDS_r14	CCDS_r15	RVIS_ExAC_0.05%(AnyPopn)	%RVIS_ExAC_0.05%(AnyPopn)
AACS	AACS	AACS	AACS	AACS	0.991830136	90.9041624
SLC15A4	SLC15A4	SLC15A4	SLC15A4	SLC15A4	-0.247333654	34.30516234
GLT1D1	GLT1D1	GLT1D1	GLT1D1	GLT1D1	0.15004375	60.79151858
TMEM132D	TMEM132D	TMEM132D	TMEM132D	TMEM132D	-1.402276825	4.517800133
FZD10	FZD10	FZD10	FZD10	FZD10	-0.386669418	26.93211252
PIWIL1	PIWIL1	PIWIL1	PIWIL1	PIWIL1	-1.254424612	5.849045238
STX2	STX2	STX2	STX2	STX2	0.730965693	85.65749051
RAN	RAN	RAN	RAN	RAN	-0.226869067	35.37136317
GPR133	GPR133	GPR133	GPR133	GPR133	-0.41402304	25.47436901
SFSWAP	SFSWAP	SFSWAP	SFSWAP	SFSWAP	-0.853429913	11.69206674
ULK1	ULK1	ULK1	ULK1	ULK1	-0.641491585	17.02909463
PUS1	PUS1	PUS1	PUS1	PUS1	-0.327936021	29.81748087
NOC4L	NOC4L	NOC4L	NOC4L	NOC4L	2.077196983	98.42780555
POLE	POLE	POLE	POLE	POLE	-1.737085128	2.770917415
PXMP2	PXMP2	PXMP2	PXMP2	PXMP2	0.431523618	75.44726221
PGAM5	PGAM5	PGAM5	PGAM5	PGAM5	0.249388866	66.39961448
GOLGA3	GOLGA3	GOLGA3	GOLGA3	GOLGA3	-0.343791874	29.02234805
ZNF140	ZNF140	ZNF140	ZNF140	ZNF140	0.699416867	84.91657129
ZNF10	ZNF10	ZNF10	ZNF10	ZNF10	-0.615349168	17.80615626
TUBA3C	TUBA3C	TUBA3C	TUBA3C	TUBA3C	-0.385105277	27.00439733
TPTE2	TPTE2	TPTE2	TPTE2	TPTE2	1.203507731	93.78350702
MPHOSPH8	MPHOSPH8	MPHOSPH8	MPHOSPH8	MPHOSPH8	-0.492111383	22.08903078
GJB2	GJB2	GJB2	GJB2	GJB2	1.79063603	97.58448286
GJB6	GJB6	GJB6	GJB6	GJB6	-0.093786964	43.82868502
IL17D	IL17D	IL17D	IL17D	IL17D	0.52337625	79.26630926
N6AMT2	N6AMT2	N6AMT2	N6AMT2	N6AMT2	-0.150174412	39.93132944
LATS2	LATS2	LATS2	LATS2	LATS2	-0.321387377	30.15480995
SAP18	SAP18	SAP18	SAP18	SAP18	-0.025211478	48.58141076
MRP63	MRP63	MRP63	MRP63	MRP63	0.27579115	67.87542919
EFHA1	EFHA1	MICU2	MICU2	MICU2	0.275625596	67.85133426
FGF9	FGF9	FGF9	FGF9	FGF9	-0.161420196	39.14824408
SGCG	SGCG	SGCG	SGCG	SGCG	0.335142067	70.98367568
SACS	SACS	SACS	SACS	SACS	-3.738251071	0.367447744
TNFRSF19	TNFRSF19	TNFRSF19	TNFRSF19	TNFRSF19	-0.269984995	32.88356123
MIPEP	MIPEP	MIPEP	MIPEP	MIPEP	1.249276225	94.20516836
SPATA13	SPATA13	SPATA13	SPATA13	SPATA13	-0.154246044	39.62411903
C1QTNF9	C1QTNF9	C1QTNF9	C1QTNF9	C1QTNF9	1.281952979	94.56659237
PARP4	PARP4	PARP4	PARP4	PARP4	2.979775787	99.42172158
RNF17	RNF17	RNF17	RNF17	RNF17	-0.009302171	49.65965906
CENPJ	CENPJ	CENPJ	CENPJ	CENPJ	0.700358238	84.93464249
PABPC3	PABPC3	PABPC3	PABPC3	PABPC3	1.314734478	94.86777905
FAM123A	AMER2	AMER2	AMER2	AMER2	0.26125208	67.03813023
MTMR6	MTMR6	MTMR6	MTMR6	MTMR6	-0.179701432	38.05794832
NUPL1	NUPL1	NUPL1	NUPL1	NUPL1	0.29889731	69.17655563
RNF6	RNF6	RNF6	RNF6	RNF6	0.26500044	67.21884224
CDK8	CDK8	CDK8	CDK8	CDK8	-0.521157471	20.84211794
WASF3	WASF3	WASF3	WASF3	WASF3	-0.002101248	50.23191374
GPR12	GPR12	GPR12	GPR12	GPR12	-0.47679488	22.7215228
RPL21	RPL21	RPL21	RPL21	RPL21	0.016964524	51.53304018
RASL11A	RASL11A	RASL11A	RASL11A	RASL11A	-0.038802534	47.52123366
MTIF3	MTIF3	MTIF3	MTIF3	MTIF3	0.150826215	60.86982712
LNX2	LNX2	LNX2	LNX2	LNX2	-0.197823117	37.04596109
POLR1D	POLR1D	POLR1D	POLR1D	POLR1D	-0.125338233	41.54569002
GSX1	GSX1	GSX1	GSX1	GSX1	0.139581853	60.0927655
CDX2	CDX2	CDX2	CDX2	CDX2	0.027427318	52.30407807
PAN3	PAN3	PAN3	PAN3	PAN3	-1.301754284	5.367146557
FLT1	FLT1	FLT1	FLT1	FLT1	-1.619745966	3.246792362
POMP	POMP	POMP	POMP	POMP	-0.004123527	50.0993916
SLC46A3	SLC46A3	SLC46A3	SLC46A3	SLC46A3	0.317019306	70.07409192
SLC7A1	SLC7A1	SLC7A1	SLC7A1	SLC7A1	-1.004468852	8.945244262
UBL3	UBL3	UBL3	UBL3	UBL3	0.206595291	64.18288055
HMGB1	HMGB1	HMGB1	HMGB1	HMGB1	-0.003341473	50.18372387
USPL1	USPL1	USPL1	USPL1	USPL1	0.077396519	55.7074875
ALOX5AP	ALOX5AP	ALOX5AP	ALOX5AP	ALOX5AP	-0.033490245	47.8886814
C13orf33	MEDAG	MEDAG	MEDAG	MEDAG	0.014618158	51.40051804
TEX26	TEX26	TEX26	TEX26	TEX26	0.961218309	90.36202638
HSPH1	HSPH1	HSPH1	HSPH1	HSPH1	-0.160960116	39.16029155
B3GALTL	B3GALTL	B3GALTL	B3GALTL	B3GALTL	0.01523812	51.42461298
RXFP2	RXFP2	RXFP2	RXFP2	RXFP2	-0.322004038	30.13071502
BRCA2	BRCA2	BRCA2	BRCA2	BRCA2	-0.142205075	40.50358412
N4BP2L1	N4BP2L1	N4BP2L1	N4BP2L1	N4BP2L1	-0.322465662	30.10662008
N4BP2L2	N4BP2L2	N4BP2L2	N4BP2L2	N4BP2L2	1.057146645	91.82579363
KL	KL	KL	KL	KL	0.095517544	57.03270887
STARD13	STARD13	STARD13	STARD13	STARD13	-0.315631357	30.43190169
RFC3	RFC3	RFC3	RFC3	RFC3	-0.284197032	32.07035721
MAB21L1	MAB21L1	MAB21L1	MAB21L1	MAB21L1	-0.737190547	14.42081802
DCLK1	DCLK1	DCLK1	DCLK1	DCLK1	-1.097728612	7.704355159
SOHLH2	SOHLH2	SOHLH2	SOHLH2	SOHLH2	0.243293061	66.12854647
SPG20	SPG20	SPG20	SPG20	SPG20	-0.01194402	49.43075718
CCNA1	CCNA1	CCNA1	CCNA1	CCNA1	-0.453520763	23.63713029
SERTM1	SERTM1	SERTM1	SERTM1	SERTM1	0.02524334	52.1655322
SMAD9	SMAD9	SMAD9	SMAD9	SMAD9	-0.421968813	25.0948738
ALG5	ALG5	ALG5	ALG5	ALG5	0.153791908	61.06258659
FAM48A	SUPT20H	SUPT20H	SUPT20H	SUPT20H	-0.820140909	12.39081983
CSNK1A1L	CSNK1A1L	CSNK1A1L	CSNK1A1L	CSNK1A1L	0.924352849	89.63917836
POSTN	POSTN	POSTN	POSTN	POSTN	-0.8390495	11.95108728
TRPC4	TRPC4	TRPC4	TRPC4	TRPC4	-1.151318733	6.963435938
UFM1	UFM1	UFM1	UFM1	UFM1	-0.077850789	45.00331305
STOML3	STOML3	STOML3	STOML3	STOML3	0.29749618	69.10427083
PROSER1	PROSER1	PROSER1	PROSER1	PROSER1	-0.734556747	14.51117403
LHFP	LHFP	LHFP	LHFP	LHFP	0.126772406	59.30365641
COG6	COG6	COG6	COG6	COG6	-0.322004038	30.13071502
FOXO1	FOXO1	FOXO1	FOXO1	FOXO1	-0.668771572	16.28817541
MRPS31	MRPS31	MRPS31	MRPS31	MRPS31	-0.400099401	26.23938317
SLC25A15	SLC25A15	SLC25A15	SLC25A15	SLC25A15	0.524773064	79.35064153
ELF1	ELF1	ELF1	ELF1	ELF1	0.26125208	67.03813023
WBP4	WBP4	WBP4	WBP4	WBP4	0.033359629	52.77995301
KBTBD6	KBTBD6	KBTBD6	KBTBD6	KBTBD6	-0.817013089	12.45105717
KBTBD7	KBTBD7	KBTBD7	KBTBD7	KBTBD7	-0.970569499	9.433166677
MTRF1	MTRF1	MTRF1	MTRF1	MTRF1	0.584907745	81.48304319
NAA16	NAA16	NAA16	NAA16	NAA16	-0.869203804	11.33064273
DGKH	DGKH	DGKH	DGKH	DGKH	-0.197987623	37.02788989
AKAP11	AKAP11	AKAP11	AKAP11	AKAP11	0.379521888	73.11005361
TNFSF11	TNFSF11	TNFSF11	TNFSF11	TNFSF11	0.104901915	57.70134329
FAM216B	FAM216B	FAM216B	FAM216B	FAM216B	-0.099720315	43.36485754
EPSTI1	EPSTI1	EPSTI1	EPSTI1	EPSTI1	0.988238255	90.85597253
DNAJC15	DNAJC15	DNAJC15	DNAJC15	DNAJC15	0.196750802	63.70098187
ENOX1	ENOX1	ENOX1	ENOX1	ENOX1	-1.033055818	8.51153545
CCDC122	CCDC122	CCDC122	CCDC122	CCDC122	0.015400267	51.47280284
LACC1	LACC1	LACC1	LACC1	LACC1	-0.391039215	26.79356665
TSC22D1	TSC22D1	TSC22D1	TSC22D1	TSC22D1	-1.648334804	3.144388892
NUFIP1	NUFIP1	NUFIP1	NUFIP1	NUFIP1	0.410269376	74.53767845
KIAA1704	KIAA1704	GPALPP1	GPALPP1	GPALPP1	0.413399505	74.67020059
GTF2F2	GTF2F2	GTF2F2	GTF2F2	GTF2F2	0.040236528	53.22570929
KCTD4	KCTD4	KCTD4	KCTD4	KCTD4	-0.451177568	23.79374736
TPT1	TPT1	TPT1	TPT1	TPT1	-0.342772219	29.08860912
COG3	COG3	COG3	COG3	COG3	-0.638783782	17.08330823
SPERT	SPERT	SPERT	SPERT	SPERT	0.16878465	61.84567195
ZC3H13	ZC3H13	ZC3H13	ZC3H13	ZC3H13	-1.614635514	3.270887296
CPB2	CPB2	CPB2	CPB2	CPB2	-0.247333654	34.30516234
LCP1	LCP1	LCP1	LCP1	LCP1	-0.046460788	46.96102644
ESD	ESD	ESD	ESD	ESD	0.084596245	56.25564725
HTR2A	HTR2A	HTR2A	HTR2A	HTR2A	-0.725943279	14.7039335
SUCLA2	SUCLA2	SUCLA2	SUCLA2	SUCLA2	0.2884349	68.59827721
NUDT15	NUDT15	NUDT15	NUDT15	NUDT15	0.317185564	70.09216312
MED4	MED4	MED4	MED4	MED4	0.03117561	52.58116981
ITM2B	ITM2B	ITM2B	ITM2B	ITM2B	-0.107999068	42.67212819
LPAR6	LPAR6	LPAR6	LPAR6	LPAR6	-0.233743176	35.02801036
RCBTB2	RCBTB2	RCBTB2	RCBTB2	RCBTB2	-0.551463723	19.95662912
CYSLTR2	CYSLTR2	CYSLTR2	CYSLTR2	CYSLTR2	1.60923999	96.89175351
FNDC3A	FNDC3A	FNDC3A	FNDC3A	FNDC3A	-1.250072618	5.90325884
MLNR	MLNR	MLNR	MLNR	MLNR	0.28625205	68.48985001
CDADC1	CDADC1	CDADC1	CDADC1	CDADC1	-0.259360889	33.56424312
CAB39L	CAB39L	CAB39L	CAB39L	CAB39L	-0.12237148	41.75652069
SETDB2	SETDB2	SETDB2	SETDB2	SETDB2	-0.279045763	32.32335401
RCBTB1	RCBTB1	RCBTB1	RCBTB1	RCBTB1	-1.222704654	6.294801518
ARL11	ARL11	ARL11	ARL11	ARL11	0.761118837	86.35021987
EBPL	EBPL	EBPL	EBPL	EBPL	-0.091441562	43.95518342
KPNA3	KPNA3	KPNA3	KPNA3	KPNA3	-0.373700429	27.60074694
SPRYD7	SPRYD7	SPRYD7	SPRYD7	SPRYD7	-0.198283953	37.01584242
TRIM13	TRIM13	TRIM13	TRIM13	TRIM13	-0.292475751	31.61255346
KCNRG	KCNRG	KCNRG	KCNRG	KCNRG	0.166601227	61.73122101
RNASEH2B	RNASEH2B	RNASEH2B	RNASEH2B	RNASEH2B	0.347951714	71.62821517
FAM124A	FAM124A	FAM124A	FAM124A	FAM124A	0.414799862	74.71236672
INTS6	INTS6	INTS6	INTS6	INTS6	-0.83513453	12.03541955
WDFY2	WDFY2	WDFY2	WDFY2	WDFY2	-0.074263129	45.24426239
DHRS12	DHRS12	DHRS12	DHRS12	DHRS12	0.715191155	85.36232757
CCDC70	CCDC70	CCDC70	CCDC70	CCDC70	0.694101406	84.73585929
THSD1	THSD1	THSD1	THSD1	THSD1	-0.9587085	9.631949883
VPS36	VPS36	VPS36	VPS36	VPS36	-0.60472697	18.18565147
CKAP2	CKAP2	CKAP2	CKAP2	CKAP2	0.63067126	82.91066803
SUGT1	SUGT1	SUGT1	SUGT1	SUGT1	0.055229595	54.23769652
LECT1	LECT1	LECT1	LECT1	LECT1	0.264381143	67.18269984
PCDH8	PCDH8	PCDH8	PCDH8	PCDH8	0.14456856	60.3819047
OLFM4	OLFM4	OLFM4	OLFM4	OLFM4	0.146132543	60.50840311
TDRD3	TDRD3	TDRD3	TDRD3	TDRD3	-0.225625251	35.46171917
PCDH20	PCDH20	PCDH20	PCDH20	PCDH20	-0.790157914	13.07150172
PCDH9	PCDH9	PCDH9	PCDH9	PCDH9	-1.114632494	7.445334618
KLHL1	KLHL1	KLHL1	KLHL1	KLHL1	-0.47555359	22.76368893
BORA	BORA	BORA	BORA	BORA	-0.001319193	50.28612734
DIS3	DIS3	DIS3	DIS3	DIS3	0.140659776	60.1650503
KLF5	KLF5	KLF5	KLF5	KLF5	-0.064420593	45.90084935
KLF12	KLF12	KLF12	KLF12	KLF12	-0.065984458	45.78037468
COMMD6	COMMD6	COMMD6	COMMD6	COMMD6	-0.098938622	43.45521354
UCHL3	UCHL3	UCHL3	UCHL3	UCHL3	-0.273574099	32.70887296
LMO7	LMO7	LMO7	LMO7	LMO7	0.511219814	78.80850551
KCTD12	KCTD12	KCTD12	KCTD12	KCTD12	0.105684273	57.74953316
CLN5	CLN5	CLN5	CLN5	CLN5	0.540547855	79.90482501
FBXL3	FBXL3	FBXL3	FBXL3	FBXL3	-0.488822699	22.20950545
SCEL	SCEL	SCEL	SCEL	SCEL	0.800000456	87.28992229
SLAIN1	SLAIN1	SLAIN1	SLAIN1	SLAIN1	-0.060672203	46.11770375
EDNRB	EDNRB	EDNRB	EDNRB	EDNRB	0.271095076	67.59231372
RBM26	RBM26	RBM26	RBM26	RBM26	-1.035403949	8.493464249
SPRY2	SPRY2	SPRY2	SPRY2	SPRY2	-0.501631382	21.6974881
SLITRK1	SLITRK1	SLITRK1	SLITRK1	SLITRK1	-0.704233344	15.35449672
SLITRK5	SLITRK5	SLITRK5	SLITRK5	SLITRK5	-1.473644076	4.10216252
GPC5	GPC5	GPC5	GPC5	GPC5	8.29E-05	50.37648334
GPC6	GPC6	GPC6	GPC6	GPC6	-0.352772236	28.5284019
DCT	DCT	DCT	DCT	DCT	-0.143620554	40.40118065
TGDS	TGDS	TGDS	TGDS	TGDS	-0.147207574	40.17830251
GPR180	GPR180	GPR180	GPR180	GPR180	-0.452739484	23.69736763
ABCC4	ABCC4	ABCC4	ABCC4	ABCC4	-0.256892477	33.69074152
CLDN10	CLDN10	CLDN10	CLDN10	CLDN10	-0.023027081	48.74405156
DZIP1	DZIP1	DZIP1	DZIP1	DZIP1	-0.4522832	23.70339136
DNAJC3	DNAJC3	DNAJC3	DNAJC3	DNAJC3	-0.288727202	31.84747907
UGGT2	UGGT2	UGGT2	UGGT2	UGGT2	0.804883394	87.39232576
HS6ST3	HS6ST3	HS6ST3	HS6ST3	HS6ST3	0.35091694	71.73664237
OXGR1	OXGR1	OXGR1	OXGR1	OXGR1	-0.102847524	43.09378953
MBNL2	MBNL2	MBNL2	MBNL2	MBNL2	-0.514440122	21.13125715
RAP2A	RAP2A	RAP2A	RAP2A	RAP2A	-0.165168851	38.96150834
RNF113B	RNF113B	RNF113B	RNF113B	RNF113B	0.367474539	72.52575146
FARP1	FARP1	FARP1	FARP1	FARP1	-0.261424037	33.42569725
STK24	STK24	STK24	STK24	STK24	-0.783115708	13.24016626
SLC15A1	SLC15A1	SLC15A1	SLC15A1	SLC15A1	0.006015465	50.77404976
UBAC2	UBAC2	UBAC2	UBAC2	UBAC2	0.034141752	52.82211915
GPR18	GPR18	GPR18	GPR18	GPR18	-0.350426872	28.70309018
GPR183	GPR183	GPR183	GPR183	GPR183	0.162070636	61.50834287
TM9SF2	TM9SF2	TM9SF2	TM9SF2	TM9SF2	-0.924642618	10.2282995
ZIC2	ZIC2	ZIC2	ZIC2	ZIC2	-0.541464464	20.22769713
PCCA	PCCA	PCCA	PCCA	PCCA	-0.84576154	11.82458888
TMTC4	TMTC4	TMTC4	TMTC4	TMTC4	-1.021982467	8.698271188
NALCN	NALCN	NALCN	NALCN	NALCN	-2.764180218	0.843322691
ITGBL1	ITGBL1	ITGBL1	ITGBL1	ITGBL1	-0.619097898	17.69170532
FGF14	FGF14	FGF14	FGF14	FGF14	-0.105032293	42.94319619
TPP2	TPP2	TPP2	TPP2	TPP2	-1.318487599	5.240648154
TEX30	TEX30	TEX30	TEX30	TEX30	0.341238989	71.26679116
KDELC1	KDELC1	KDELC1	KDELC1	KDELC1	-0.426499132	24.932233
BIVM	BIVM	BIVM	BIVM	BIVM	-0.499444953	21.81796277
SLC10A2	SLC10A2	SLC10A2	SLC10A2	SLC10A2	0.57428204	81.11559545
EFNB2	EFNB2	EFNB2	EFNB2	EFNB2	-0.724381752	14.80031323
LIG4	LIG4	LIG4	LIG4	LIG4	0.058654162	54.47262213
TNFSF13B	TNFSF13B	TNFSF13B	TNFSF13B	TNFSF13B	-0.260765356	33.46786338
COL4A1	COL4A1	COL4A1	COL4A1	COL4A1	-2.215526027	1.481838443
RAB20	RAB20	RAB20	RAB20	RAB20	-0.133616959	41.01560147
CARKD	CARKD	CARKD	CARKD	CARKD	0.460724479	76.65200892
CARS2	CARS2	CARS2	CARS2	CARS2	0.921221154	89.55484609
ING1	ING1	ING1	ING1	ING1	-0.146586741	40.20239745
ANKRD10	ANKRD10	ANKRD10	ANKRD10	ANKRD10	-0.506942411	21.4444913
ARHGEF7	ARHGEF7	ARHGEF7	ARHGEF7	ARHGEF7	-1.258956721	5.794831637
TEX29	TEX29	TEX29	TEX29	TEX29	0.563987529	80.80838504
SPACA7	SPACA7	SPACA7	SPACA7	SPACA7	0.262198454	67.1224625
TUBGCP3	TUBGCP3	TUBGCP3	TUBGCP3	TUBGCP3	-1.45157937	4.234684658
C13orf35	C13orf35	C13orf35	C13orf35	C13orf35	0.490260084	77.78447082
MCF2L	MCF2L	MCF2L	MCF2L	MCF2L	-0.225956622	35.43762424
F7	F7	F7	F7	F7	0.443384549	75.96530329
F10	F10	F10	F10	F10	-0.241400552	34.61237275
PROZ	PROZ	PROZ	PROZ	PROZ	0.250789423	66.47792302
PCID2	PCID2	PCID2	PCID2	PCID2	-0.243585163	34.52201675
CUL4A	CUL4A	CUL4A	CUL4A	CUL4A	-0.921675411	10.29456057
GRTP1	GRTP1	GRTP1	GRTP1	GRTP1	0.663166686	83.76603819
ADPRHL1	ADPRHL1	ADPRHL1	ADPRHL1	ADPRHL1	0.556322841	80.44696103
TMCO3	TMCO3	TMCO3	TMCO3	TMCO3	0.316076113	70.00783085
TFDP1	TFDP1	TFDP1	TFDP1	TFDP1	-1.118036966	7.403168484
ATP4B	ATP4B	ATP4B	ATP4B	ATP4B	0.29749618	69.10427083
CDC16	CDC16	CDC16	CDC16	CDC16	-0.438526381	24.35997831
UPF3A	UPF3A	UPF3A	UPF3A	UPF3A	0.289217413	68.65851455
CHAMP1	CHAMP1	CHAMP1	CHAMP1	CHAMP1	-1.090397255	7.800734895
TTC5	TTC5	TTC5	TTC5	TTC5	-0.025373127	48.53924462
CCNB1IP1	CCNB1IP1	CCNB1IP1	CCNB1IP1	CCNB1IP1	0.393876916	73.80278296
TEP1	TEP1	TEP1	TEP1	TEP1	3.519788127	99.59640985
OSGEP	OSGEP	OSGEP	OSGEP	OSGEP	0.021332658	51.80410819
APEX1	APEX1	APEX1	APEX1	APEX1	-0.152519591	39.78675983
TMEM55B	TMEM55B	TMEM55B	TMEM55B	TMEM55B	-0.050829665	46.67791097
PNP	PNP	PNP	PNP	PNP	0.080065743	55.96048431
RNASE11	RNASE11	RNASE11	RNASE11	RNASE11	0.612878011	82.30227095
ANG	ANG	ANG	ANG	ANG	0.209560396	64.34552135
RNASE4	RNASE4	RNASE4	RNASE4	RNASE4	0.390912411	73.64616589
EDDM3A	EDDM3A	EDDM3A	EDDM3A	EDDM3A	0.592572287	81.67580266
EDDM3B	EDDM3B	EDDM3B	EDDM3B	EDDM3B	0.023679018	52.02698633
RNASE6	RNASE6	RNASE6	RNASE6	RNASE6	0.494007668	77.97120655
RNASE1	RNASE1	RNASE1	RNASE1	RNASE1	0.518844731	79.07957352
RNASE3	RNASE3	RNASE3	RNASE3	RNASE3	0.448081488	76.17613397
RNASE2	RNASE2	RNASE2	RNASE2	RNASE2	0.560240022	80.61562556
METTL17	METTL17	METTL17	METTL17	METTL17	0.192056308	63.30341546
SLC39A2	SLC39A2	SLC39A2	SLC39A2	SLC39A2	1.089159168	92.24143124
NDRG2	NDRG2	NDRG2	NDRG2	NDRG2	0.058195677	54.43647973
TPPP2	TPPP2	TPPP2	TPPP2	TPPP2	0.877029514	88.92837781
RNASE8	RNASE8	RNASE8	RNASE8	RNASE8	0.506818149	78.60972231
SUPT16H	SUPT16H	SUPT16H	SUPT16H	SUPT16H	-1.103040594	7.626046624
RAB2B	RAB2B	RAB2B	RAB2B	RAB2B	-0.413532501	25.52255888
DAD1	DAD1	DAD1	DAD1	DAD1	-0.024429508	48.68983796
ABHD4	ABHD4	ABHD4	ABHD4	ABHD4	-0.70563634	15.31835432
OXA1L	OXA1L	OXA1L	OXA1L	OXA1L	0.325918022	70.49575327
SLC7A7	SLC7A7	SLC7A7	SLC7A7	SLC7A7	-0.261706291	33.37148365
MRPL52	MRPL52	MRPL52	MRPL52	MRPL52	0.38716468	73.46545389
MMP14	MMP14	MMP14	MMP14	MMP14	-0.464926872	23.11908921
LRP10	LRP10	LRP10	LRP10	LRP10	-0.608016861	18.0651768
PRMT5	PRMT5	PRMT5	PRMT5	PRMT5	-1.060861482	8.192277574
HAUS4	HAUS4	HAUS4	HAUS4	HAUS4	0.11239832	58.23745557
AJUBA	AJUBA	AJUBA	AJUBA	AJUBA	0.220021837	64.80934883
C14orf93	C14orf93	C14orf93	C14orf93	C14orf93	0.469003313	76.92910066
PSMB5	PSMB5	PSMB5	PSMB5	PSMB5	-0.125338233	41.54569002
CDH24	CDH24	CDH24	CDH24	CDH24	0.008361602	50.93669056
ACIN1	ACIN1	ACIN1	ACIN1	ACIN1	-0.225956622	35.43762424
C14orf119	C14orf119	C14orf119	C14orf119	C14orf119	0.403722576	74.25456298
CEBPE	CEBPE	CEBPE	CEBPE	CEBPE	-0.09082047	43.98530209
SLC7A8	SLC7A8	SLC7A8	SLC7A8	SLC7A8	-0.0811395	44.69007891
BCL2L2	BCL2L2	BCL2L2	BCL2L2	BCL2L2	-0.149392822	40.01566171
PABPN1	PABPN1	PABPN1	PABPN1	PABPN1	-0.01693271	49.15968918
SLC22A17	SLC22A17	SLC22A17	SLC22A17	SLC22A17	-0.263891066	33.27510391
EFS	EFS	EFS	EFS	EFS	0.763135218	86.40443347
IL25	IL25	IL25	IL25	IL25	0.418713582	74.91114993
CMTM5	CMTM5	CMTM5	CMTM5	CMTM5	0.266729301	67.30919824
MYH6	MYH6	MYH6	MYH6	MYH6	-0.701435965	15.44485272
MYH7	MYH7	MYH7	MYH7	MYH7	-3.996318711	0.289139208
AP1G2	AP1G2	AP1G2	AP1G2	AP1G2	0.326541135	70.52587194
DHRS2	DHRS2	DHRS2	DHRS2	DHRS2	1.660320071	97.10258418
DHRS4	DHRS4	DHRS4	DHRS4	DHRS4	1.540032785	96.44599723
DHRS4L2	DHRS4L2	DHRS4L2	DHRS4L2	DHRS4L2	1.419573121	95.73519667
CPNE6	CPNE6	CPNE6	CPNE6	CPNE6	-0.979630686	9.276549605
NRL	NRL	NRL	NRL	NRL	0.028209476	52.35829167
PCK2	PCK2	PCK2	PCK2	PCK2	1.296615807	94.68706704
DCAF11	DCAF11	DCAF11	DCAF11	DCAF11	0.027265072	52.2558882
FITM1	FITM1	FITM1	FITM1	FITM1	0.314053729	69.94156978
PSME1	PSME1	PSME1	PSME1	PSME1	-0.026775439	48.42479369
EMC9	EMC9	EMC9	EMC9	EMC9	0.451829241	76.27853744
PSME2	PSME2	PSME2	PSME2	PSME2	0.271260199	67.61038492
IRF9	IRF9	IRF9	IRF9	IRF9	-0.403848054	26.07674236
IPO4	IPO4	IPO4	IPO4	IPO4	-0.637560682	17.13752184
TM9SF1	TM9SF1	TM9SF1	TM9SF1	TM9SF1	-0.902150589	10.67405578
TSSK4	TSSK4	TSSK4	TSSK4	TSSK4	0.174097518	62.25528583
CHMP4A	CHMP4A	CHMP4A	CHMP4A	CHMP4A	0.756587118	86.2658876
MDP1	MDP1	MDP1	MDP1	MDP1	-0.022245082	48.7862177
NEDD8	NEDD8	NEDD8	NEDD8	NEDD8	0.104283536	57.63508222
TGM1	TGM1	TGM1	TGM1	TGM1	0.853274079	88.47057406
DHRS1	DHRS1	DHRS1	DHRS1	DHRS1	-0.284197032	32.07035721
NOP9	NOP9	NOP9	NOP9	NOP9	0.766103084	86.45864707
LTB4R2	LTB4R2	LTB4R2	LTB4R2	LTB4R2	0.766263692	86.47069454
LTB4R	LTB4R	LTB4R	LTB4R	LTB4R	-0.282634118	32.13661828
ADCY4	ADCY4	ADCY4	ADCY4	ADCY4	-0.676601902	16.10746341
RIPK3	RIPK3	RIPK3	RIPK3	RIPK3	-0.217346558	35.97373652
NFATC4	NFATC4	NFATC4	NFATC4	NFATC4	-0.449318977	23.86000843
CMA1	CMA1	CMA1	CMA1	CMA1	1.084627405	92.17517017
CTSG	CTSG	CTSG	CTSG	CTSG	0.134268701	59.77953135
GZMH	GZMH	GZMH	GZMH	GZMH	0.715191155	85.36232757
GZMB	GZMB	GZMB	GZMB	GZMB	0.104901915	57.70134329
STXBP6	STXBP6	STXBP6	STXBP6	STXBP6	-0.405253684	26.0104813
NOVA1	NOVA1	NOVA1	NOVA1	NOVA1	-0.943388936	9.878922956
FOXG1	FOXG1	FOXG1	FOXG1	FOXG1	-0.29013162	31.73905186
PRKD1	PRKD1	PRKD1	PRKD1	PRKD1	-0.417601543	25.26956207
G2E3	G2E3	G2E3	G2E3	G2E3	-0.174389102	38.37720619
SCFD1	SCFD1	SCFD1	SCFD1	SCFD1	-0.322623801	30.08854888
COCH	COCH	COCH	COCH	COCH	0.110051684	58.01457744
STRN3	STRN3	STRN3	STRN3	STRN3	-1.368777342	4.806939341
AP4S1	AP4S1	AP4S1	AP4S1	AP4S1	0.304375634	69.44762364
C14orf126	DTD2	DTD2	DTD2	DTD2	-0.078632541	44.94909945
AKAP6	AKAP6	AKAP6	AKAP6	AKAP6	-1.360252202	4.879224143
NPAS3	NPAS3	NPAS3	NPAS3	NPAS3	-0.655341772	16.65562316
EGLN3	EGLN3	EGLN3	EGLN3	EGLN3	-0.446647805	23.9985543
SPTSSA	SPTSSA	SPTSSA	SPTSSA	SPTSSA	0.086943339	56.46045419
SNX6	SNX6	SNX6	SNX6	SNX6	-0.497101541	21.90831878
CFL2	CFL2	CFL2	CFL2	CFL2	0.016964524	51.53304018
BAZ1A	BAZ1A	BAZ1A	BAZ1A	BAZ1A	-1.998330008	1.969760858
SRP54	SRP54	SRP54	SRP54	SRP54	-0.43087093	24.75152099
FAM177A1	FAM177A1	FAM177A1	FAM177A1	FAM177A1	-0.010218005	49.59339799
